display_name,scenario,false_positive_rate,true_positive_rate,threshold
Random 1%,s1_random_1_percent,0.013275923932543954,0.31717056474614946,0.7693406939506531
Random 1%,s1_random_1_percent,0.013275923932543954,0.31831146605818594,0.7685267925262451
Random 1%,s1_random_1_percent,0.013455328310010764,0.31888191671420424,0.7683892250061035
Random 1%,s1_random_1_percent,0.013634732687477575,0.31888191671420424,0.76832115650177
Random 1%,s1_random_1_percent,0.013634732687477575,0.32116371933827725,0.7669761180877686
Random 1%,s1_random_1_percent,0.013634732687477575,0.32230462065031373,0.7669227123260498
Random 1%,s1_random_1_percent,0.013634732687477575,0.32857957786651454,0.7619221210479736
Random 1%,s1_random_1_percent,0.013814137064944384,0.32857957786651454,0.7614707946777344
Random 1%,s1_random_1_percent,0.013814137064944384,0.3302909298345693,0.7612327933311462
Random 1%,s1_random_1_percent,0.013814137064944384,0.3314318311466058,0.7611082792282104
Random 1%,s1_random_1_percent,0.013814137064944384,0.33485453508271534,0.7590697407722473
Random 1%,s1_random_1_percent,0.013993541442411194,0.33485453508271534,0.758495032787323
Random 1%,s1_random_1_percent,0.013993541442411194,0.3354249857387336,0.7582622170448303
Random 1%,s1_random_1_percent,0.014352350197344816,0.3354249857387336,0.757759690284729
Random 1%,s1_random_1_percent,0.014352350197344816,0.3382772390188249,0.756454348564148
Random 1%,s1_random_1_percent,0.014531754574811625,0.3382772390188249,0.7563262581825256
Random 1%,s1_random_1_percent,0.014531754574811625,0.33884768967484313,0.7561585307121277
Random 1%,s1_random_1_percent,0.014711158952278435,0.33884768967484313,0.7554752230644226
Random 1%,s1_random_1_percent,0.014711158952278435,0.3399885909868796,0.7547966837882996
Random 1%,s1_random_1_percent,0.015069967707212056,0.3399885909868796,0.7535656690597534
Random 1%,s1_random_1_percent,0.015069967707212056,0.34112949229891615,0.7530936002731323
Random 1%,s1_random_1_percent,0.015428776462145676,0.34112949229891615,0.7526679635047913
Random 1%,s1_random_1_percent,0.015428776462145676,0.34227039361095263,0.7517320513725281
Random 1%,s1_random_1_percent,0.015787585217079295,0.34227039361095263,0.7504323720932007
Random 1%,s1_random_1_percent,0.015787585217079295,0.3439817455790074,0.7487304210662842
Random 1%,s1_random_1_percent,0.016505202726946538,0.3439817455790074,0.7463902235031128
Random 1%,s1_random_1_percent,0.016505202726946538,0.3456930975470622,0.7451797723770142
Random 1%,s1_random_1_percent,0.016684607104413347,0.3456930975470622,0.7443639039993286
Random 1%,s1_random_1_percent,0.016684607104413347,0.3468339988590987,0.743374228477478
Random 1%,s1_random_1_percent,0.01686401148188016,0.3468339988590987,0.7424601912498474
